checksumStart,missionTime,roll,pitch,heading,airSpeed,elevator,aileron,alfa,betha,standAngle,pressure,pressureAlt,ax,ay,az,gx,gy,gz,lc1,lc2,lc3,lc4,temprature,voltage,GPSSats,GPSLat,GPSLong,GPSAlt,GPSSpeed,checksumEnd
201,5235,-2,-3,351,65.00,-5,-3,0,-16,31,88280,1147,0.68,-0.39,10.60,0.40,0.35,-0.71,-498,-845,-1215,-1155,24,4.00,0,0.00,0.00,0,0,254

201,5890,2,-2,350,45.00,-17,-18,-12,60,-3,88283,1147,0.66,-0.33,10.68,-11.31,-3.62,1.85,-672,-847,-1214,-1155,24,4.00,0,0.00,0.00,0,0,254

201,6484,0,-3,355,51.00,-15,-16,-12,8,-6,88280,1147,0.67,-0.37,10.56,-20.82,-9.78,5.33,-617,-846,-1216,-1152,24,4.00,0,0.00,0.00,0,0,254

201,7055,8,-1,352,60.00,-8,-6,0,-88,28,88283,1147,1.23,2.17,11.28,-12.71,7.97,-28.69,-740,-847,-1211,-1152,24,4.00,0,0.00,0.00,0,0,254

201,7617,-1,-3,351,62.00,-6,-4,0,12,31,88279,1147,0.64,-0.29,10.59,-0.03,-0.08,-0.04,-747,-847,-1208,-1153,24,4.00,0,0.00,0.00,0,0,254

201,8192,-1,-3,351,43.00,-17,-18,-12,24,-2,88279,1147,0.63,-0.33,10.64,0.09,0.04,0.09,-739,-846,-1210,-1152,24,4.00,0,0.00,0.00,0,0,254

201,8866,-2,-4,352,50.00,-15,-17,0,-16,-5,88284,1147,0.78,-0.37,10.94,6.56,-25.08,-9.12,-733,-849,-1213,-1153,24,4.00,0,0.00,0.00,0,0,254

201,9451,-7,-28,1,45.00,-17,-18,-12,-64,-5,88282,1147,5.04,-1.40,9.16,-4.91,-31.79,5.39,-720,-850,-1211,-1157,24,4.00,0,0.00,0.00,0,0,254

201,10122,-7,-33,3,64.00,-6,-4,12,108,30,88280,1147,5.78,-1.37,8.81,-1.37,-0.45,-0.40,-705,-846,-1213,-1160,24,4.00,0,0.00,0.00,0,0,254

201,10688,-8,-35,3,51.00,-14,-15,0,36,4,88281,1147,6.20,-1.14,8.40,0.15,-6.54,2.89,-703,-848,-1213,-1161,24,4.00,0,0.00,0.00,0,0,254

201,11244,-10,-39,4,62.00,-7,-6,12,-4,27,88281,1147,6.67,-1.45,7.76,0.46,-6.73,0.88,-702,-848,-1211,-1161,24,4.00,0,0.00,0.00,0,0,254

201,11823,-9,-41,4,62.00,-7,-5,12,72,30,88281,1147,6.76,-1.39,7.75,-0.03,-0.81,-0.16,-701,-847,-1210,-1162,24,4.00,0,0.00,0.00,0,0,254

201,12403,-2,-35,354,61.00,-7,-5,12,24,30,88281,1147,6.05,-0.34,8.79,6.44,8.03,-6.93,-698,-847,-1209,-1161,24,4.00,0,0.00,0.00,0,0,254

201,13073,0,-33,357,43.00,-18,-19,-12,-28,-7,88278,1147,5.80,0.14,8.68,0.64,-1.36,1.73,-700,-846,-1210,-1160,24,4.00,0,0.00,0.00,0,0,254

201,13657,0,-33,356,46.00,-17,-18,-12,96,-4,88279,1147,5.86,-0.05,8.59,-0.70,-1.12,3.99,-702,-847,-1211,-1160,24,4.00,0,0.00,0.00,0,0,254

201,14332,0,-32,356,50.00,-15,-16,0,0,-2,88282,1147,5.75,0.13,8.93,0.58,0.83,-1.80,-701,-847,-1213,-1160,24,4.00,0,0.00,0.00,0,0,254

201,14977,1,-32,356,46.00,-17,-18,-12,-36,-6,88281,1147,5.71,0.09,8.72,0.52,-0.51,-0.04,-698,-847,-1214,-1160,24,4.00,0,0.00,0.00,0,0,254

201,15672,-13,-44,3,58.00,-10,-10,0,100,15,88281,1147,6.85,-1.40,7.38,19.00,22.30,-7.23,-681,-847,-1213,-1174,24,4.00,0,0.00,0.00,0,0,254

201,16343,0,-43,358,47.00,-16,-16,-12,4,1,88282,1147,6.36,-0.32,7.81,8.20,-2.46,-3.88,-664,-845,-1211,-1159,24,4.00,0,0.00,0.00,0,0,254

201,17002,1,-42,352,46.00,-17,-18,-12,-92,-4,88281,1147,6.53,0.09,7.47,8.63,-7.76,-7.05,-686,-846,-1207,-1156,24,4.00,0,0.00,0.00,0,0,254

201,17682,5,-41,341,46.00,-17,-19,-12,0,-7,88283,1147,6.95,0.83,7.62,1.01,3.09,2.71,-705,-849,-1212,-1155,24,4.00,0,0.00,0.00,0,0,254

201,18240,5,-41,357,46.00,-17,-19,-12,-60,-7,88280,1147,6.84,0.76,7.80,-0.76,-0.45,-0.10,-702,-847,-1210,-1155,24,4.00,0,0.00,0.00,0,0,254

201,18835,6,-41,357,61.00,-8,-7,12,40,17,88283,1147,6.73,0.73,7.73,0.15,-0.45,1.85,-705,-848,-1209,-1155,24,4.00,0,0.00,0.00,0,0,254

201,19389,6,-37,356,59.00,-8,-5,0,-20,25,88283,1147,6.46,0.99,8.06,4.12,1.44,-3.82,-712,-849,-1211,-1154,24,4.00,0,0.00,0.00,0,0,254

201,19952,10,-37,355,65.00,-5,-1,12,-8,32,88283,1147,6.37,1.52,8.09,1.37,1.57,-1.80,-713,-847,-1212,-1154,24,4.00,0,0.00,0.00,0,0,254

201,20532,10,-37,354,63.00,-6,-2,12,-8,32,88280,1147,6.36,1.47,8.18,-0.64,-1.54,0.09,-712,-846,-1208,-1154,24,4.00,0,0.00,0.00,0,0,254

201,21111,10,-37,355,61.00,-7,-3,12,-68,31,88284,1147,6.38,1.21,8.09,0.15,0.04,-1.32,-713,-845,-1208,-1154,24,4.00,0,0.00,0.00,0,0,254

201,21685,9,-37,355,42.00,-19,-21,-12,-72,-7,88282,1147,6.35,1.30,8.24,0.64,-0.93,1.00,-716,-848,-1209,-1154,24,4.00,0,0.00,0.00,0,0,254

201,22270,8,-37,355,54.00,-12,-10,0,-108,12,88284,1147,6.31,1.36,8.25,1.68,-0.08,0.51,-716,-846,-1207,-1153,24,4.00,0,0.00,0.00,0,0,254

201,22839,8,-37,355,62.00,-7,-6,12,-96,22,88281,1147,6.41,1.47,8.23,-0.76,0.04,-0.65,-716,-847,-1209,-1153,24,4.00,0,0.00,0.00,0,0,254

201,23407,9,-37,355,43.00,-18,-19,-12,124,-6,88278,1147,6.31,1.50,8.18,0.28,-0.51,0.27,-717,-846,-1212,-1153,24,4.00,0,0.00,0.00,0,0,254

201,23993,9,-38,355,57.00,-10,-8,0,40,17,88284,1147,6.37,1.44,8.11,-0.45,-0.14,0.15,-716,-849,-1209,-1154,24,4.00,0,0.00,0.00,0,0,254

201,24551,10,-36,357,48.00,-16,-16,-12,40,2,88285,1147,6.14,1.34,8.19,-6.43,24.98,-11.01,-710,-848,-1210,-1154,24,4.00,0,0.00,0.00,0,0,254

201,25151,5,-17,359,50.00,-14,-14,-12,88,6,88283,1147,3.02,0.38,10.02,-22.34,29.68,3.44,-715,-850,-1207,-1153,24,4.00,0,0.00,0.00,0,0,254

201,25816,-4,-6,354,61.00,-7,-4,0,76,31,88282,1147,1.11,-0.80,10.48,1.86,1.99,-0.22,-717,-846,-1209,-1153,24,4.00,0,0.00,0.00,0,0,254

201,26465,-3,-5,353,51.00,-15,-17,0,-20,-3,88285,1147,1.02,-0.76,10.37,3.87,3.88,-0.71,-704,-850,-1206,-1156,24,4.00,0,0.00,0.00,0,0,254

201,27055,-1,-3,352,55.00,-11,-10,0,-32,15,88284,1147,0.67,-0.33,10.64,-0.27,0.16,-0.10,-699,-848,-1208,-1154,24,4.00,0,0.00,0.00,0,0,254

201,27633,-1,-3,352,48.00,-15,-15,-12,-8,4,88284,1147,0.68,-0.32,10.61,-0.03,0.04,0.09,-716,-847,-1212,-1154,24,4.00,0,0.00,0.00,0,0,254

201,28299,-3,-3,352,63.00,-7,-4,12,0,31,88282,1147,0.72,-0.36,10.96,-12.34,-4.29,1.61,-716,-852,-1213,-1157,24,4.00,0,0.00,0.00,0,0,254

201,28963,-2,-4,352,61.00,-8,-7,12,-48,27,88282,1147,0.73,-0.58,10.57,-1.06,-0.51,0.09,-563,-857,-1226,-1140,24,4.00,0,0.00,0.00,0,0,254

201,29542,-3,-3,353,59.00,-9,-8,0,-108,27,88282,1147,0.79,-0.44,10.61,-1.74,-0.63,0.45,-541,-842,-1220,-1145,24,4.00,0,0.00,0.00,0,0,254

201,30213,-3,-3,353,45.00,-17,-17,0,-56,-4,88283,1147,0.67,-0.56,10.58,-1.86,-0.51,1.25,-1021,-852,-1193,-1138,24,4.00,0,0.00,0.00,0,0,254

201,30893,-2,-3,352,47.00,-16,-16,0,-56,-1,88282,1147,0.74,-0.53,10.52,0.46,0.10,-0.28,-1007,-853,-1202,-1138,24,4.00,0,0.00,0.00,0,0,254

201,31557,-2,-4,352,49.00,-15,-15,0,-56,1,88284,1147,0.67,-0.59,10.55,0.70,0.35,0.21,-1006,-853,-1197,-1138,24,4.00,0,0.00,0.00,0,0,254

201,32217,-3,-4,352,48.00,-15,-16,0,-96,0,88281,1147,0.73,-0.56,10.52,-0.09,0.04,0.03,-1005,-852,-1199,-1138,24,4.00,0,0.00,0.00,0,0,254

201,32891,-3,-4,353,52.00,-14,-14,0,60,4,88282,1147,0.72,-0.55,10.50,-0.09,-0.20,0.21,-1007,-853,-1199,-1138,24,4.00,0,0.00,0.00,0,0,254

201,33462,-2,-3,352,57.00,-10,-9,0,-76,19,88283,1147,0.69,-0.60,10.54,-0.52,0.04,0.09,-1007,-853,-1201,-1138,24,4.00,0,0.00,0.00,0,0,254

201,34040,-2,-4,352,51.00,-14,-14,0,-40,6,88281,1147,0.73,-0.55,10.58,0.76,0.22,0.15,-1007,-853,-1202,-1138,24,4.00,0,0.00,0.00,0,0,254

201,34609,-3,-3,352,58.00,-10,-10,0,-124,20,88281,1147,0.77,-0.57,10.53,0.40,0.16,-0.04,-1006,-852,-1196,-1138,24,4.00,0,0.00,0.00,0,0,254

