checksumStart,logTime,missionTime,roll,pitch,heading,airSpeed,elevator,aileron,alfa,betha,standAngle,pressure,pressureAlt,ax,ay,az,gx,gy,gz,lc1,lc2,lc3,lc4,temprature,voltage,GPSSats,GPSLat,GPSLong,GPSAlt,GPSSpeed,checksumEnd
201,137833,1073937,-1,28,329,1.07,9,0,-64,-18,28,87950,1178,4.99,-0.28,8.99,-0.01,0.11,-0.04,1643,1115,300,-23,22,586,13, 35.702099, 51.350651,10.00,0.04,254

201,138024,1074129,-1,28,329,1.07,9,0,-64,-18,28,87947,1178,4.90,-0.28,9.15,-0.13,-0.01,0.15,1645,1114,300,-23,22,583,13, 35.702099, 51.350651,10.00,0.04,254

201,138311,1074321,-1,28,329,1.07,9,0,-64,-18,28,87948,1178,4.90,-0.34,9.01,-0.01,-0.19,0.03,1645,1113,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,138503,1074608,-1,28,329,1.07,9,0,-64,-18,28,87946,1178,4.97,-0.29,9.03,-0.19,-0.25,-0.04,1647,1113,300,-23,22,584,13, 35.702106, 51.350655,10.00,0.04,254

201,138694,1074799,-1,28,329,1.14,9,0,-64,-18,28,87949,1178,4.93,-0.25,9.03,-0.01,-0.07,0.21,1647,1112,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,138886,1074991,-2,28,329,1.07,9,0,-65,-18,28,87947,1178,4.92,-0.27,9.08,-0.07,-0.19,0.03,1649,1112,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,139077,1075183,-1,28,329,1.07,9,0,-64,-18,28,87946,1178,4.98,-0.30,9.00,-0.01,-0.13,0.03,1648,1113,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,139269,1075374,-1,28,329,1.22,9,0,-65,-18,28,87946,1178,4.91,-0.25,8.91,-0.07,-0.01,-0.04,1645,1112,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,139556,1075565,-1,28,329,1.14,10,0,-65,-18,28,87947,1178,4.94,-0.34,9.02,-0.01,-0.01,0.03,1646,1112,300,-23,22,586,13, 35.702106, 51.350655,10.00,0.04,254

201,139747,1075853,-1,28,329,1.14,9,0,-65,-18,28,87947,1178,4.97,-0.26,9.08,-0.13,-0.13,0.03,1645,1113,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,139938,1076043,-2,28,329,1.14,9,0,-65,-18,28,87947,1178,4.94,-0.27,9.06,-0.01,-0.13,0.03,1646,1113,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,140130,1076236,-1,28,329,1.14,9,0,-65,-18,28,87948,1178,4.95,-0.33,8.98,-0.13,0.05,-0.04,1645,1113,299,-23,22,584,13, 35.702106, 51.350655,10.00,0.04,254

201,140322,1076426,-1,28,329,1.14,9,0,-65,-18,28,87946,1178,4.95,-0.28,9.07,-0.19,-0.07,0.03,1644,1113,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,140513,1076618,-2,28,329,1.07,9,0,-64,-18,28,87946,1178,4.89,-0.31,9.09,-0.01,-0.13,0.03,1648,1113,300,-23,22,583,13, 35.702106, 51.350655,10.00,0.04,254

201,140801,1076809,-1,28,329,1.14,9,0,-64,-18,28,87947,1178,4.97,-0.29,9.01,-0.13,-0.07,-0.04,1642,1112,300,-24,22,586,13, 35.702106, 51.350655,10.00,0.04,254

201,141087,1077096,-1,28,329,1.07,9,0,-65,-18,28,87946,1178,5.00,-0.27,9.00,-0.01,-0.32,-0.10,1649,1112,300,-23,22,582,13, 35.702106, 51.350655,10.00,0.04,254

201,141374,1077385,-1,28,329,1.07,9,0,-64,-18,28,87948,1178,4.92,-0.31,9.08,-0.07,-0.13,0.09,1641,1113,299,-23,22,584,13, 35.702106, 51.350655,10.00,0.04,254

201,141661,1077670,-1,28,329,1.14,9,0,-65,-18,28,87946,1178,4.92,-0.28,9.07,-0.07,-0.19,0.03,1643,1112,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,141952,1077958,-1,28,329,1.14,9,0,-64,-18,28,87947,1178,5.04,-0.30,8.97,-0.01,-0.13,-0.04,1649,1113,300,-24,22,581,13, 35.702106, 51.350655,10.00,0.04,254

201,142236,1078246,-1,28,329,1.14,9,0,-65,-18,28,87949,1178,4.95,-0.31,9.01,-0.07,-0.19,0.15,1645,1113,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,142427,1078532,-1,28,329,0.92,9,0,-64,-18,28,87945,1178,4.94,-0.34,9.00,0.11,0.05,0.03,1644,1113,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,142619,1078723,-1,28,329,1.07,9,0,-64,-18,28,87947,1178,4.92,-0.24,8.98,0.11,0.05,-0.16,1647,1112,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,142810,1078915,-1,28,329,1.14,9,0,-65,-18,28,87949,1178,4.95,-0.28,9.10,-0.01,0.05,0.09,1644,1113,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,143001,1079105,-1,28,329,1.14,9,0,-65,-18,28,87950,1178,4.88,-0.28,8.99,-0.07,0.05,0.09,1648,1113,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,143195,1079299,-2,29,329,1.07,9,0,-64,-18,29,87947,1178,4.95,-0.30,8.97,-0.19,-0.07,-0.10,1643,1113,300,-23,22,581,13, 35.702106, 51.350655,10.00,0.04,254

201,143480,1079489,-1,28,329,1.14,9,0,-65,-19,28,87945,1178,4.97,-0.28,9.05,-0.13,-0.13,0.03,1649,1113,299,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,143767,1079777,-1,28,329,0.99,9,0,-65,-18,28,87944,1178,4.95,-0.30,9.05,-0.31,-0.13,0.03,1646,1113,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,144055,1080064,-1,28,329,1.07,10,0,-64,-18,28,87949,1178,4.91,-0.30,9.08,-0.13,-0.13,-0.16,1644,1113,300,-23,22,581,13, 35.702106, 51.350655,10.00,0.04,254

201,144343,1080352,-1,28,329,1.07,9,0,-64,-18,28,87946,1178,4.97,-0.27,9.01,-0.13,-0.25,-0.04,1648,1113,299,-23,22,584,13, 35.702106, 51.350655,10.00,0.04,254

201,144534,1080638,-1,28,329,1.14,9,0,-64,-18,28,87946,1178,4.91,-0.27,9.06,-0.13,-0.19,-0.04,1642,1113,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,144820,1080829,-2,28,329,1.14,9,0,-65,-18,28,87947,1178,4.96,-0.31,8.97,0.05,-0.07,0.09,1641,1113,300,-23,22,583,13, 35.702106, 51.350655,10.00,0.04,254

201,145107,1081116,-1,28,329,1.14,9,0,-64,-18,28,87944,1178,4.97,-0.27,9.04,-0.13,-0.07,0.03,1647,1113,300,-23,22,585,13, 35.702106, 51.350655,10.00,0.04,254

201,145395,1081404,-2,28,329,1.07,10,0,-64,-18,28,87945,1178,4.93,-0.29,9.08,-0.07,-0.13,0.09,1645,1113,300,-23,22,585,13, 35.702148, 51.350651,10.00,0.35,254

201,145682,1081691,-1,28,329,1.07,9,0,-65,-18,28,87948,1178,4.97,-0.34,9.03,0.05,-0.07,0.03,1649,1112,300,-23,22,585,13, 35.702148, 51.350651,10.00,0.35,254

201,145969,1081977,-1,28,329,1.14,9,0,-64,-18,28,87947,1178,4.95,-0.29,9.04,-0.13,-0.07,-0.04,1647,1113,300,-23,22,585,13, 35.702148, 51.350651,10.00,0.35,254

201,146351,1082266,-1,28,329,1.14,9,0,-65,-18,28,87947,1178,4.94,-0.29,9.03,0.11,-0.01,0.03,1646,1112,300,-23,22,585,13, 35.702148, 51.350651,10.00,0.35,254

201,146638,1082648,-1,28,329,1.14,9,0,-65,-18,28,87948,1178,4.98,-0.28,9.00,0.11,-0.25,0.03,1641,1114,300,-23,22,584,13, 35.702148, 51.350651,10.00,0.35,254

201,146831,1082935,-1,28,329,1.14,9,0,-64,-18,28,87947,1178,4.94,-0.30,9.08,-0.01,-0.07,-0.10,1644,1113,300,-23,22,582,13, 35.702148, 51.350651,10.00,0.35,254

201,147022,1083126,-1,28,329,1.14,9,0,-64,-18,28,87945,1178,4.94,-0.24,9.06,-0.19,-0.19,-0.16,1646,1112,300,-23,22,582,13, 35.702148, 51.350651,10.00,0.35,254

201,147311,1083319,-2,28,329,1.14,9,0,-65,-18,28,87946,1178,4.90,-0.30,9.03,-0.01,0.11,-0.22,1646,1113,299,-23,22,586,13, 35.702168, 51.350651,10.00,0.32,254

201,147596,1083606,-2,28,329,1.07,9,0,-64,-18,28,87945,1178,4.88,-0.29,9.09,-0.07,-0.13,-0.04,1644,1114,300,-23,22,585,13, 35.702168, 51.350651,10.00,0.32,254

201,147883,1083892,-1,28,329,1.14,9,0,-64,-18,28,87947,1178,4.97,-0.26,9.00,-0.13,-0.13,-0.04,1644,1113,300,-23,22,584,13, 35.702168, 51.350651,10.00,0.32,254

201,148170,1084180,-2,28,329,1.14,9,0,-65,-18,28,87943,1178,4.95,-0.26,8.99,-0.07,-0.07,0.03,1644,1113,300,-23,22,585,13, 35.702168, 51.350651,10.00,0.32,254

201,148458,1084468,-2,29,329,0.84,9,0,-64,-18,29,87945,1178,4.89,-0.33,9.03,-0.31,-0.01,-0.10,1647,1113,300,-23,22,585,13, 35.702168, 51.350651,10.00,0.32,254

201,148840,1084754,-1,28,329,1.14,9,0,-65,-19,28,87945,1178,4.91,-0.33,9.05,-0.25,0.05,-0.10,1648,1112,300,-23,22,585,13, 35.702168, 51.350651,10.00,0.32,254

201,149128,1085136,-1,29,329,1.07,10,0,-64,-18,29,87950,1178,4.91,-0.32,8.92,-0.19,-0.01,-0.10,1650,1114,299,-23,22,585,13, 35.702168, 51.350651,10.00,0.32,254

201,149415,1085424,-1,28,329,1.07,9,0,-65,-18,28,87948,1178,4.97,-0.31,8.99,-0.01,-0.01,-0.04,1644,1113,300,-23,22,583,13, 35.702168, 51.350651,10.00,0.32,254

201,149702,1085711,-1,28,329,1.14,9,0,-64,-18,28,87945,1178,4.95,-0.29,9.06,-0.19,-0.13,-0.04,1642,1113,300,-23,22,581,13, 35.702168, 51.350651,10.00,0.32,254

201,150085,1085999,-1,28,329,1.29,9,0,-65,-19,28,87946,1178,4.93,-0.28,8.95,0.11,-0.07,-0.10,1646,1113,300,-23,22,585,13, 35.702168, 51.350651,10.00,0.32,254

201,150373,1086382,-1,28,329,1.07,9,0,-65,-18,28,87943,1178,4.92,-0.29,9.03,-0.07,-0.13,-0.04,1644,1113,300,-23,22,584,13, 35.702168, 51.350651,10.00,0.32,254

201,150660,1086668,-1,28,329,1.07,8,0,-65,-18,28,87946,1178,4.97,-0.33,8.99,-0.01,-0.01,-0.10,1643,1113,300,-23,22,583,13, 35.702168, 51.350651,10.00,0.32,254

201,150851,1086955,-2,28,329,1.07,9,0,-65,-18,28,87949,1178,4.91,-0.33,8.99,-0.19,-0.07,0.09,1647,1114,300,-23,22,583,13, 35.702168, 51.350651,10.00,0.32,254

201,151042,1087148,-2,28,329,1.14,9,0,-65,-18,28,87946,1178,4.96,-0.31,9.03,-0.01,-0.25,-0.04,1648,1113,300,-23,22,584,13, 35.702168, 51.350651,10.00,0.32,254

201,151233,1087338,-1,28,329,0.99,9,0,-64,-18,28,87948,1178,4.94,-0.28,9.01,-0.13,-0.07,0.09,1644,1113,300,-23,22,585,13, 35.702202, 51.350655,10.00,0.10,254

201,151425,1087529,-1,28,329,1.14,9,0,-65,-19,28,87950,1178,4.92,-0.28,9.03,-0.01,-0.13,-0.04,1646,1114,300,-23,22,584,13, 35.702202, 51.350655,10.00,0.10,254

201,151618,1087721,-1,28,329,1.14,9,0,-65,-18,28,87946,1178,4.92,-0.24,9.13,-0.13,0.05,0.03,1640,1113,300,-23,22,584,13, 35.702202, 51.350655,10.00,0.10,254

201,151808,1087912,-2,28,329,1.07,9,0,-65,-19,28,87945,1178,4.96,-0.31,9.12,-0.13,-0.19,0.03,1645,1113,300,-23,22,584,13, 35.702202, 51.350655,10.00,0.10,254

201,151999,1088103,-1,28,329,1.14,9,0,-65,-18,28,87943,1178,4.92,-0.32,9.04,-0.01,0.05,-0.04,1645,1113,300,-23,22,585,13, 35.702202, 51.350655,10.00,0.10,254

201,152190,1088296,-2,28,329,1.14,9,0,-65,-18,28,87945,1178,4.90,-0.31,8.96,-0.01,-0.01,0.03,1648,1112,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,152382,1088487,-1,28,329,1.14,9,0,-64,-18,28,87945,1178,4.86,-0.29,9.09,0.05,-0.13,-0.16,1641,1113,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,152670,1088678,-1,28,329,1.14,9,0,-65,-18,28,87943,1178,4.94,-0.25,9.12,-0.19,-0.07,0.09,1639,1113,300,-24,22,583,13, 35.702202, 51.350658,10.00,0.03,254

201,152956,1088965,-1,28,329,1.14,9,0,-65,-18,28,87946,1178,4.95,-0.28,9.03,-0.01,0.05,0.15,1651,1113,300,-24,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,153244,1089253,-1,28,329,1.07,9,0,-64,-18,28,87944,1178,4.90,-0.30,8.92,-0.07,-0.07,-0.04,1647,1113,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,153435,1089540,-1,28,329,1.14,9,0,-65,-18,28,87943,1178,4.97,-0.32,9.06,-0.07,-0.07,0.09,1643,1112,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,153626,1089731,-1,28,329,1.29,9,0,-64,-18,28,87946,1178,4.99,-0.28,8.94,0.11,0.11,-0.04,1646,1113,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,153914,1089922,-1,28,329,1.14,9,0,-65,-18,28,87948,1178,4.91,-0.31,9.06,-0.01,-0.07,0.09,1645,1113,300,-23,22,586,13, 35.702202, 51.350658,10.00,0.03,254

201,154202,1090210,-1,28,329,1.07,9,0,-64,-18,28,87944,1178,4.89,-0.33,9.11,-0.07,-0.01,-0.10,1643,1113,300,-23,22,584,13, 35.702202, 51.350658,10.00,0.03,254

201,154393,1090497,-1,29,329,1.22,9,0,-65,-18,29,87946,1178,4.91,-0.27,9.01,-0.13,-0.25,-0.10,1647,1114,300,-23,22,584,13, 35.702202, 51.350658,10.00,0.03,254

201,154584,1090689,-1,28,329,1.14,9,0,-65,-18,28,87945,1178,4.97,-0.32,9.10,-0.19,-0.01,0.09,1645,1114,300,-24,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,154775,1090880,-1,28,329,1.14,9,0,-65,-18,28,87946,1178,4.95,-0.27,9.05,-0.07,-0.01,0.09,1642,1112,300,-24,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,154967,1091070,-1,28,329,1.14,9,0,-64,-18,28,87945,1178,4.95,-0.28,9.04,-0.13,-0.07,-0.04,1639,1113,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,155254,1091263,-1,28,329,1.14,9,0,-64,-18,28,87947,1178,4.93,-0.28,9.03,0.05,-0.13,0.09,1644,1113,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,155544,1091550,-1,28,329,1.14,9,0,-65,-18,28,87947,1178,4.97,-0.28,9.09,-0.01,-0.01,0.03,1643,1113,300,-23,22,584,13, 35.702202, 51.350658,10.00,0.03,254

201,155732,1091836,-1,28,329,1.07,9,0,-64,-18,28,87947,1178,4.91,-0.29,9.03,-0.13,-0.07,-0.10,1643,1113,300,-23,22,583,13, 35.702202, 51.350658,10.00,0.03,254

201,155926,1092028,-1,29,329,1.14,9,0,-65,-18,29,87943,1178,4.92,-0.31,9.01,-0.07,-0.01,0.03,1644,1113,300,-23,22,584,13, 35.702202, 51.350658,10.00,0.03,254

201,156116,1092220,-1,28,329,1.22,9,0,-65,-18,28,87944,1178,4.90,-0.32,9.04,-0.13,-0.13,-0.16,1644,1113,300,-23,22,582,13, 35.702202, 51.350658,10.00,0.03,254

201,156306,1092411,-1,28,329,1.14,9,0,-64,-18,28,87946,1178,4.98,-0.31,9.00,-0.19,0.05,0.03,1645,1112,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,156594,1092602,-2,28,329,1.14,9,0,-65,-18,28,87949,1178,4.94,-0.29,8.93,-0.13,-0.25,-0.04,1644,1112,300,-23,22,583,13, 35.702202, 51.350658,10.00,0.03,254

201,156882,1092890,-2,28,329,1.22,9,0,-65,-19,28,87943,1178,4.97,-0.23,9.06,-0.01,0.11,-0.04,1649,1114,300,-23,22,583,13, 35.702202, 51.350658,10.00,0.03,254

201,157168,1093178,-1,28,329,1.14,9,0,-65,-18,28,87946,1178,4.93,-0.28,9.03,0.05,0.05,0.03,1646,1113,299,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,157455,1093464,-1,28,329,1.14,9,0,-64,-18,28,87948,1178,4.91,-0.31,9.05,-0.07,-0.01,0.03,1651,1113,300,-23,22,583,13, 35.702202, 51.350658,10.00,0.03,254

201,157742,1093751,-1,28,329,1.14,9,0,-64,-18,28,87946,1178,4.95,-0.26,9.09,-0.13,0.05,0.09,1649,1113,300,-23,22,584,13, 35.702202, 51.350658,10.00,0.03,254

201,158030,1094038,-1,28,329,1.14,9,0,-64,-18,28,87945,1178,4.94,-0.30,8.97,-0.07,-0.01,-0.22,1642,1113,300,-23,22,583,13, 35.702202, 51.350658,10.00,0.03,254

201,158222,1094327,-2,28,329,1.14,10,0,-65,-18,28,87945,1178,4.87,-0.31,8.94,-0.01,-0.13,0.09,1644,1114,300,-23,22,583,13, 35.702202, 51.350658,10.00,0.03,254

201,158413,1094517,-1,29,329,1.14,9,0,-65,-19,29,87944,1178,4.95,-0.34,9.01,-0.19,-0.07,-0.04,1649,1114,300,-23,22,584,13, 35.702202, 51.350658,10.00,0.03,254

201,158604,1094709,-2,28,329,1.14,9,0,-65,-18,28,87948,1178,4.91,-0.33,9.08,-0.19,-0.25,0.03,1646,1112,300,-23,22,584,13, 35.702202, 51.350658,10.00,0.03,254

201,158795,1094899,-1,28,329,1.14,9,0,-64,-18,28,87944,1178,4.98,-0.19,9.11,-0.01,0.05,0.15,1645,1113,300,-24,22,586,13, 35.702202, 51.350658,10.00,0.03,254

201,158987,1095090,-2,28,329,1.14,9,0,-64,-18,28,87943,1178,4.95,-0.30,9.08,-0.19,-0.19,-0.04,1648,1113,300,-23,22,582,13, 35.702202, 51.350658,10.00,0.03,254

201,159274,1095283,-1,28,329,1.14,9,0,-64,-18,28,87946,1178,4.98,-0.28,9.01,-0.13,0.05,-0.04,1645,1113,300,-23,22,584,13, 35.702202, 51.350658,10.00,0.03,254

201,159561,1095570,-1,28,329,1.14,9,0,-65,-18,28,87946,1178,4.95,-0.28,9.07,-0.01,-0.19,0.09,1643,1112,300,-24,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,159849,1095857,-1,28,329,1.22,9,0,-65,-18,28,87944,1178,4.95,-0.33,9.09,-0.07,-0.19,-0.10,1643,1113,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,160135,1096145,-1,28,329,1.07,9,0,-64,-18,28,87947,1178,4.91,-0.27,8.99,-0.13,0.05,0.15,1644,1115,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,160424,1096431,-2,29,329,1.07,9,0,-64,-18,29,87942,1178,4.97,-0.27,8.99,-0.13,-0.07,0.03,1649,1113,300,-23,22,583,13, 35.702202, 51.350658,10.00,0.03,254

201,160710,1096719,-2,28,329,0.92,9,0,-64,-18,28,87945,1178,4.92,-0.28,9.02,-0.07,-0.13,-0.16,1645,1113,300,-23,22,583,13, 35.702202, 51.350658,10.00,0.03,254

201,160998,1097006,-1,28,329,1.14,9,0,-65,-18,28,87944,1178,4.96,-0.30,9.10,-0.19,-0.07,-0.10,1649,1113,300,-23,22,584,13, 35.702202, 51.350658,10.00,0.03,254

201,161284,1097293,-2,28,329,1.22,9,0,-65,-18,28,87948,1178,4.95,-0.31,9.08,-0.07,-0.07,-0.22,1639,1113,300,-23,22,583,13, 35.702202, 51.350658,10.00,0.03,254

201,161572,1097580,-2,28,329,1.07,9,0,-64,-18,28,87947,1178,4.98,-0.25,8.99,-0.07,-0.01,0.03,1647,1113,300,-23,22,584,13, 35.702202, 51.350658,10.00,0.03,254

201,161955,1097867,-1,28,329,0.99,9,0,-64,-18,28,87945,1178,4.90,-0.31,9.09,-0.13,-0.01,-0.10,1646,1113,300,-23,22,584,13, 35.702202, 51.350658,10.00,0.03,254

201,162241,1098251,-1,28,329,1.14,9,0,-65,-18,28,87943,1178,4.95,-0.31,9.10,-0.13,-0.19,-0.16,1644,1113,300,-23,22,582,13, 35.702202, 51.350658,10.00,0.03,254

201,162529,1098537,-1,28,329,1.14,9,0,-64,-18,28,87946,1178,4.90,-0.31,9.06,-0.01,-0.19,0.15,1643,1114,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,162720,1098824,-1,28,329,1.14,9,0,-65,-18,28,87944,1178,4.97,-0.27,9.08,-0.07,-0.13,0.09,1641,1112,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,163007,1099016,-1,28,329,1.07,9,0,-64,-18,28,87942,1178,4.96,-0.23,9.02,0.17,0.11,-0.10,1646,1112,300,-24,22,583,13, 35.702202, 51.350658,10.00,0.03,254

201,163295,1099303,-1,28,329,1.14,9,0,-64,-18,28,87942,1178,4.94,-0.28,9.08,-0.01,-0.01,0.03,1642,1113,300,-23,22,586,13, 35.702202, 51.350658,10.00,0.03,254

201,163582,1099590,-1,28,329,1.07,9,0,-65,-18,28,87946,1178,4.91,-0.22,9.05,-0.01,-0.13,0.09,1646,1113,300,-23,22,584,13, 35.702202, 51.350658,10.00,0.03,254

201,163869,1099877,-1,28,329,1.07,9,0,-64,-18,28,87947,1178,4.94,-0.25,9.08,-0.19,-0.01,0.03,1644,1113,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,164156,1100165,-1,28,329,1.14,9,0,-64,-18,28,87944,1178,4.94,-0.35,8.99,-0.07,-0.07,0.03,1646,1113,300,-23,22,585,13, 35.702202, 51.350658,10.00,0.03,254

201,164444,1100452,-1,28,329,0.92,9,0,-64,-18,28,87944,1178,4.92,-0.26,9.09,-0.01,-0.01,0.03,1647,1114,300,-23,22,581,13, 35.702202, 51.350658,10.00,0.03,254

201,164730,1100739,-1,28,329,1.07,9,0,-64,-18,28,87943,1179,4.89,-0.28,8.98,-0.07,-0.13,0.09,1645,1113,300,-23,22,586,13, 35.702202, 51.350658,10.00,0.03,254

